season,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,ngs_position,week,game_type,status_description_abbr,football_name,draft_number,age
2000,JAX,OL,OT,76,RES,Joey Chustz,Joseph,Chustz,1977-01-18,79.0,305.0,,00-0018961,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bciu0sc9h5ncwk8lsarl",CHU522078,,32004348-5552-2078-c546-70b9a27b784a,,,,,,,,,,23.0
2000,NYJ,DB,CB,27,ACT,Tony Scott,Tony,Scott,1976-10-03,70.0,193.0,,00-0018963,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mzfivjgvseybrg8exmqs",SCO717515,,32005343-4f71-7515-929c-48598ff7ce6f,,,,,,,,,,23.0
2000,ATL,DB,CB,37,ACT,Darrick Vaughn,Darrick,Vaughn,1978-10-02,71.0,190.0,,00-0018964,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ga2fr0cpa458solzk4hl",VAU419442,,32005641-5541-9442-6861-b5de7e87ff36,,,,,,,,,,21.0
2000,WAS,DL,DE,91,ACT,Delbert Cowsette,Delbert,Cowsette,1977-09-03,73.0,274.0,,00-0018965,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lljuow8b1nv86hq8iwbd",COW766688,,3200434f-5776-6688-7860-b0a1a2612992,,,,,,,,,,22.0
2000,JAX,DB,SAF,45,ACT,Erik Olson,Erik,Olson,1977-01-04,73.0,210.0,,00-0018969,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hi4ohrxttts1ec4ygj7a",OLS397984,,32004f4c-5339-7984-6223-a5ca680435e7,,,,,,,,,,23.0
2000,JAX,DL,DE,92,ACT,Rob Meier,Robert,Meier,1977-08-29,77.0,270.0,,00-0018970,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hh1p5yo4oiv19tbftxzt",MEI054762,,32004d45-4905-4762-ef07-3aeccce657cd,,,,,,,,,,23.0
2000,JAX,RB,RB,33,ACT,Shyrone Stith,Shyrone,Stith,1978-04-02,67.0,206.0,,00-0018971,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zfpirgfaaqy4ywj7xswz",STI759522,,32005354-4975-9522-3878-0ecfa6e83666,,,,,,,,,,22.0
2000,MIN,OL,G,61,RES,Lewis Kelly,Lewis,Kelly,1977-04-21,76.0,272.0,,00-0018973,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ozx1ox66e7tal8uyzsci",KEL689356,,32004b45-4c68-9356-b3bf-29ab1566ab38,,,,,,,,,,23.0
2000,ATL,RB,RB,43,ACT,Maurice Smith,Maurice,Smith,1976-09-07,72.0,236.0,,00-0018977,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ckkvlgdpadq9eb8p4ekx",SMI510980,,3200534d-4951-0980-2214-70293c27b339,,,,,,,,,,23.0
2000,OAK,DB,SAF,41,ACT,Eric Johnson,Eric,Johnson,1976-04-30,72.0,210.0,,00-0018982,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kar6nd3wwpdfgohtj5hm",JOH227154,,32004a4f-4822-7154-cf71-fe5e2495a572,,,,,,,,,,24.0
2000,PHI,DL,DT,62,CUT,Dwight Johnson,Dwight,Johnson,1977-01-30,76.0,285.0,,00-0018992,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/snazqdocvm3ylvkvtvqb",JOH213100,,32004a4f-4821-3100-acea-82dad57f63c6,,,,,,,,,,23.0
2000,DAL,DB,SAF,30,ACT,Earl Riley,Earl,Riley,1977-01-13,72.0,208.0,,00-0018998,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/njd1fkbxw1hboo0llq1q",RIL154866,,32005249-4c15-4866-694f-59889f703d20,,,,,,,,,,23.0
2000,SD,DL,DE,0,CUT,Wayne Hampton,Wayne,Hampton,1977-05-22,76.0,250.0,,00-0019001,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wylfcpmpf1wtwqu3wpim",HAM785489,,32004841-4d78-5489-a9f0-28290574139d,,,,,,,,,,23.0
2000,CIN,OL,G,64,ACT,Roger Roesler,Roger,Roesler,1977-10-05,77.0,315.0,,00-0019013,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blxgvwzd9cobnwxr8sqq",ROE725424,,3200524f-4572-5424-25f9-b1743030aece,,,,,,,,,,22.0
2000,WAS,DB,SAF,34,ACT,Josh Symonette,Joshua,Symonette,1978-05-08,70.0,180.0,,00-0019018,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tshwjily4nobcefsiguj",SYM638910,,32005359-4d63-8910-fd4c-1c72870cf72e,,,,,,,,,,22.0
2000,DAL,SPEC,P,4,ACT,Micah Knorr,Micah,Knorr,1975-01-09,74.0,193.0,,00-0019019,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tltoe25vufrulit8skw3",KNO314028,,32004b4e-4f31-4028-14a4-f5ee76149054,,,,,,,,,,25.0
2000,TEN,WR,WR,84,CUT,Bashir Yamini,Bashir,Yamini,1977-09-10,75.0,190.0,,00-0019021,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hi0e06e3rg493zeygpgv",YAM296636,,32005941-4d29-6636-b0bc-58870f6b6957,,,,,,,,,,22.0
2000,SD,RB,RB,28,ACT,Ronney Jenkins,Ronney,Jenkins,1977-05-25,71.0,188.0,,00-0019025,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ar1mebc3ifjchgiap5uc",JEN430852,,32004a45-4e43-0852-a428-8bea7f8bb621,,,,,,,,,,23.0
2000,CLE,WR,WR,89,ACT,Bobby Brown,Braynard,Brown,1977-03-26,74.0,197.0,,00-0019027,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jy01cqstalf2vdtn9e64",BRO275152,,32004252-4f27-5152-5d9e-e4fe27083eeb,,,,,,,,,,23.0
2000,GB,RB,RB,29,ACT,Herbert Goodman,Herbert,Goodman,1977-08-31,71.0,203.0,,00-0019028,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kgau81wr2isduje7lsgd",GOO424278,,3200474f-4f42-4278-b352-58a4658647a1,,,,,,,,,,23.0
2000,STL,LB,LB,53,ACT,Keith Miller,Keith,Miller,1976-07-09,73.0,238.0,,00-0019032,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/shen6mfcfhg3shwtjtwk",MIL367979,,32004d49-4c36-7979-cc1c-141ba1df4904,,,,,,,,,,24.0
2000,TEN,WR,WR,17,ACT,Chris Coleman,Christopher,Coleman,1977-05-08,72.0,202.0,,00-0019038,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sljbii9nw3hawumng8pj",COL230715,,3200434f-4c23-0715-11f9-a17d2fe83dd9,,,,,,,,,,23.0
2000,TEN,QB,QB,12,ACT,Billy Volek,John,Volek,1976-04-28,74.0,210.0,,00-0019041,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jei3uos0woj4u7exp8ih",VOL083057,,3200564f-4c08-3057-1f3f-a076e35100ef,,,,,,,,,,24.0
2000,NYG,OL,OT,67,ACT,Chris Bober,Christopher,Bober,1976-12-24,77.0,305.0,,00-0019042,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u7ohqladbzcjycoeeln3",BOB369147,,3200424f-4236-9147-bb06-548795ddc331,,,,,,,,,,23.0
2000,NYG,LB,LB,90,ACT,Jack Golden,Jack,Golden,1977-01-28,73.0,240.0,,00-0019045,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kvjcbmoxwqotasa63bnd",GOL064256,,3200474f-4c06-4256-76b7-01d38f58f5a6,,,,,,,,,,23.0
2000,NYG,OL,OT,74,RES,Chris Ziemann,Christopher,Ziemann,1976-09-20,79.0,315.0,,00-0019050,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jz1tmj8navmdss1gb1aj",ZIE547228,,32005a49-4554-7228-9860-d1d3ebc39cee,,,,,,,,,,23.0
2000,STL,SPEC,P,4,ACT,John Baker,John,Baker,1977-04-22,75.0,223.0,,00-0019052,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cty3an1swh4ogcqcrwdf",BAK288380,,32004241-4b28-8380-cd1a-3cadbe90749b,,,,,,,,,,23.0
2000,NO,LB,LB,37,ACT,Steve Gleason,Stephen,Gleason,1977-03-19,71.0,215.0,,00-0019053,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/upggi4yxs6jzavi5gil1",GLE016856,,3200474c-4501-6856-47fa-78a3fcbc82f0,,,,,,,,,,23.0
2000,IND,WR,WR,1,RES,Trevor Insley,Trevor,Insley,1977-12-25,72.0,183.0,,00-0019054,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/woncgbaohlsfmxzlx7ek",INS385627,,3200494e-5338-5627-4900-875133760289,,,,,,,,,,22.0
2000,CLE,RB,RB,30,ACT,Jamel White,Jamel,White,1978-02-11,69.0,208.0,,00-0019057,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/anexxsgz5g39ttdu3ftp",WHI233632,,32005748-4923-3632-cc60-a02ae02a410f,,,,,,,,,,22.0
2000,NYJ,TE,TE,37,ACT,Jake Moreland,Jacob,Moreland,1977-01-18,75.0,255.0,,00-0019062,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yfxishtcwvn4i2giqpq1",MOR105937,,32004d4f-5210-5937-ea65-d45f1ca21faa,,,,,,,,,,23.0
2000,SF,TE,TE,84,RES,Terrence Dupree,Terrence,Dupree,1977-11-09,75.0,260.0,,00-0019066,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sqtkbbvpxamtq5zg6vyn",DUP738004,,32004455-5073-8004-8155-7bd786913ce2,,,,,,,,,,22.0
2000,SF,DB,DB,38,ACT,Ronnie Heard,Ronnie,Heard,1976-10-05,74.0,215.0,,00-0019070,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o9jnrvscki0nhrbwemn0",HEA363749,,32004845-4136-3749-bcae-e013e2879808,,,,,,,,,,23.0
2000,KC,DL,DT,0,RES,Thomas Washington,Thomas,Washington,1976-12-12,75.0,310.0,,00-0019078,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdsvstl9bed50j85yx1e",WAS752145,,32005741-5375-2145-3938-392de2182c15,,,,,,,,,,23.0
2000,KC,WR,WR,12,RES,Joe Perez,Joe,Perez,1977-05-21,72.0,202.0,,00-0019079,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g5kpx9fik6cmsdb7cmym",PER041739,,32005045-5204-1739-fbe9-7a300016975d,,,,,,,,,,23.0
2000,NE,OL,OT,62,ACT,Josh Rawlings,Josh,Rawlings,1977-04-11,75.0,305.0,,00-0019080,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oevwcqr8806utw0ghyw8",RAW405541,,32005241-5740-5541-d118-42fdaabc8d20,,,,,,,,,,23.0
2000,ATL,OL,OT,73,RES,Ryan Johanningmeier,Ryan,Johanningmeier,1977-01-22,78.0,304.0,,00-0019086,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/whtmbh7w6dec3wowo3vr",JOH002428,,32004a4f-4800-2428-fd2a-480472a391a7,,,,,,,,,,23.0
2000,ATL,QB,QB,11,ACT,Doug Johnson,Douglas,Johnson,1977-10-27,74.0,226.0,,00-0019087,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qmruhueityco0jsiyfjq",JOH211886,,32004a4f-4821-1886-8f88-f0ee2c996aba,,,,,,,,,,22.0
2000,ATL,SPEC,P,49,ACT,Dallas Neil,Dallas,Neil,1976-09-30,73.0,215.0,,00-0019088,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hwdo63kzo3hf20ykfcdg",NEI474348,,32004e45-4947-4348-f99c-e54f869ab081,,,,,,,,,,23.0
2000,ATL,OL,C,65,RES,Matt O'Neal,Matt,O'Neal,1977-05-05,75.0,278.0,,00-0019089,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cdvtduwolzin6p8fg7dm",ONE186456,,32004f4e-4518-6456-cc32-824517e362dd,,,,,,,,,,23.0
2000,CAR,TE,TE,84,ACT,Casey Crawford,Casey,Crawford,1977-08-01,78.0,255.0,,00-0019093,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eraf64ca1kcqph55cr8t",CRA541901,,32004352-4154-1901-7ae6-e21a7bd50db7,,,,,,,,,,23.0
2000,CAR,DB,SAF,29,ACT,Ray Green,Raymond,Green,1977-03-22,75.0,187.0,,00-0019096,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ebhpa7rqz0k6jx6vlqqo",GRE330768,,32004752-4533-0768-9062-54af4fc69693,,,,,,,,,,23.0
2000,CAR,DB,CB,28,ACT,Deveron Harper,Deveron,Harper,1977-11-15,71.0,187.0,,00-0019097,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n5kirajvmyjsw65srzyt",HAR254659,,32004841-5225-4659-7e90-667e274fce13,,,,,,,,,,22.0
2000,CAR,LB,LB,51,ACT,Michael Hawkes,Michael,Hawkes,1977-04-11,72.0,231.0,,00-0019098,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gsl7vcwfz9edb8ym7l0a",HAW090322,,32004841-5709-0322-91dc-0fe535d440f3,,,,,,,,,,23.0
2000,CAR,WR,WR,10,ACT,Kerry Hood,Kerry,Hood,1976-12-16,72.0,196.0,,00-0019099,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rjayyji3db8wijjwdznh",HOO189846,,3200484f-4f18-9846-db0b-3fc7d79bb5ae,,,,,,,,,,23.0
2000,CAR,RB,RB,45,ACT,Brad Hoover,Bradley,Hoover,1976-11-11,74.0,225.0,,00-0019100,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nkihbcljztyofowib4cy",HOO705549,,3200484f-4f70-5549-8ac6-6c09a9385111,,,,,,,,,,23.0
2000,CAR,DB,CB,42,ACT,Reggie Howard,Reginald,Howard,1977-05-17,72.0,190.0,,00-0019101,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vq8yndsqdlzdhyx9qsm4",HOW345572,,3200484f-5734-5572-398d-7700ab80eeb4,,,,,,,,,,23.0
2000,NO,DB,CB,35,TRT,Reggie Howard,Reginald,Howard,1977-05-17,72.0,190.0,,00-0019101,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vq8yndsqdlzdhyx9qsm4",HOW345572,,3200484f-5734-5572-398d-7700ab80eeb4,,,,,,,,,,23.0
2000,PHI,DL,DT,61,RES,Giradie Mercer,Giradie,Mercer,1976-03-19,74.0,285.0,,00-0019106,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vozqenyvmrewjqf3w4bk",MER048076,,32004d45-5204-8076-3b8d-a9d5bd1a5e1d,,,,,,,,,,24.0
2000,DEN,WR,WR,81,ACT,Scottie Montgomery,Scottie,Montgomery,1978-05-26,73.0,195.0,,00-0019109,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ugqvgflpnzvqn6ng6tvl",MON673673,,32004d4f-4e67-3673-16c6-9b5513a041ea,,,,,,,,,,22.0
2000,CIN,WR,WR,85,ACT,LaVell Boyd,Prentice,Boyd,1976-09-12,75.0,208.0,,00-0019113,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hun5gw2yfugf2v8igk4h",BOY247573,,3200424f-5924-7573-ecc0-18b585ce9475,,,,,,,,,,23.0
2000,CIN,LB,MLB,54,ACT,Armegis Spearman,Armegis,Spearman,1978-04-05,73.0,254.0,,00-0019115,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vodnjbdsibjqzg3bdfus",SPE066522,,32005350-4506-6522-593a-fc1f11e0c2f3,,,,,,,,,,22.0
2000,TB,WR,WR,16,RES,Chris Daniels,Christopher,Daniels,1977-03-30,75.0,219.0,,00-0019119,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/quaqmfmpi5rdwsihnmyx",DAN483246,,32004441-4e48-3246-a0b5-f7c17de7aa23,,,,,,,,,,23.0
2000,NYJ,DB,DB,38,ACT,Earthwind Moreland,Earthwind,Moreland,1977-06-13,71.0,185.0,,00-0019124,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bggyzd2glxfswtzozaq1",MOR103818,,32004d4f-5210-3818-1359-077c80f8a907,,,,,,,,,,23.0
2000,TB,TE,TE,80,ACT,Todd Yoder,Todd,Yoder,1978-03-18,76.0,234.0,,00-0019127,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xlmm7x38ijojfnpyplm8",YOD177981,,3200594f-4417-7981-b7c5-ae18dd3ce90d,,,,,,,,,,22.0
2000,PIT,DB,SAF,28,ACT,Ainsley Battles,Ainsley,Battles,1978-11-06,70.0,190.0,,00-0019129,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lff3nlt9y5djbry0twyn",BAT664343,,32004241-5466-4343-aef8-d5ba168bb6ae,,,,,,,,,,21.0
2000,PHI,OL,G,63,ACT,Hank Fraley,Henry,Fraley,1977-09-21,74.0,300.0,,00-0019133,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zq7vbolz3mziiavhyd5j",FRA036253,,32004652-4103-6253-6631-516a996c1e31,,,,,,,,,,22.0
2000,PIT,RB,FB,35,ACT,Dan Kreider,Dan,Kreider,1977-03-11,71.0,242.0,,00-0019135,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dmxuhoow7t3vwvc6ahdj",KRE108154,,32004b52-4510-8154-fc99-bffce164584e,,,,,,,,,,23.0
2000,CAR,DL,NT,71,ACT,Al Lucas,Albert,Lucas,1978-09-01,73.0,294.0,,00-0019136,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blmjb2zjmlgr8v1it3nz",LUC036077,,32004c55-4303-6077-a43f-187b1646b984,,,,,,,,,,21.0
2000,PIT,LB,LB,44,ACT,Donnel Thompson,Donnel,Thompson,1978-02-17,71.0,234.0,,00-0019139,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/noareerufaram3oc8esp",THO536487,,32005448-4f53-6487-6a0e-a1a0fd171387,,,,,,,,,,22.0
2000,PIT,RB,RB,34,RES,Destry Wright,Destry,Wright,1977-07-09,71.0,208.0,,00-0019140,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iszotywilnj85ujum99r",WRI161514,,32005752-4916-1514-bfbc-5a259266e0dd,,,,,,,,,,23.0
2000,ATL,TE,TE,48,ACT,Derek Rackley,Derek,Rackley,1977-07-18,76.0,260.0,,00-0019146,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xv4qo1rn52jlndfpsdd4",RAC563472,,32005241-4356-3472-769d-bec2dbacbca7,,,,,,,,,,23.0
2000,NYJ,RB,RB,26,ACT,Marlion Jackson,Marlion,Jackson,1977-10-11,74.0,240.0,,00-0019153,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uje2e3dc7g3y9amvmc6z",JAC401746,,32004a41-4340-1746-bd8a-3ff0f869093f,,,,,,,,,,22.0
2000,NYG,LB,LB,59,ACT,Kevin Lewis,Kevin,Lewis,1978-10-06,73.0,230.0,,00-0019154,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h3kkpp8rwsp8nqixapxc",LEW449503,,32004c45-5744-9503-2ea0-0bc4cd8cc85f,,,,,,,,,,21.0
2000,DEN,DB,DB,47,ACT,Darius Clark,Darius,Clark,1977-04-13,70.0,204.0,,00-0019156,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wua4ijrdt9dukvop8qor",CLA248667,,3200434c-4124-8667-b96d-a77dd46694dd,,,,,,,,,,23.0
2000,WAS,RB,RB,47,ACT,Bryan Johnson,Bryan,Johnson,1978-01-18,70.0,234.0,,00-0019172,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/anbwxbszmibti2vuhqdl",JOH084997,,32004a4f-4808-4997-8537-bfb75209ef88,,,,,,,,,,22.0
2000,IND,OL,G,69,ACT,Ben Gilbert,Ben,Gilbert,1978-06-06,76.0,316.0,,00-0019184,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nfepqzezbibe0cnpgbii",GIL015448,,32004749-4c01-5448-6326-3e587110dab5,,,,,,,,,,22.0
2000,IND,DL,DT,65,ACT,Brandon Miller,Brandon,Miller,1975-11-27,73.0,299.0,,00-0019187,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/alg6lvhqsckufdkq9c9t",MIL145958,,32004d49-4c14-5958-fa2e-125f3f013f17,,,,,,,,,,24.0
2000,IND,TE,TE,48,ACT,Justin Snow,Justin,Snow,1976-12-21,75.0,232.0,,00-0019188,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/adv2b9jo5lzepvde189g",SNO367962,,3200534e-4f36-7962-9d83-0f533fdd9806,,,,,,,,,,23.0
2000,IND,DB,DB,41,CUT,Payton Williams,Payton,Williams,1978-11-19,67.0,170.0,,00-0019190,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycdz3ejrqjmu2th5nsxs",WIL463648,,32005749-4c46-3648-7f0d-25a57ad20b45,,,,,,,,,,21.0
2000,SEA,QB,QB,5,ACT,Travis Brown,Travis,Brown,1977-07-17,75.0,218.0,,00-0019192,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f1hbul879lhnqs43w6p1",BRO738990,,32004252-4f73-8990-3cb1-6d2d419bdb59,,,,,,,,,,23.0
2000,CHI,OL,C,68,ACT,Ty Wise,Ty,Wise,1977-03-09,74.0,291.0,,00-0019193,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e7u8y9wupw6jjqtcjzih",WIS178866,,32005749-5317-8866-6d3e-46880e9827be,,,,,,,,,,23.0
2000,NYG,TE,TE,48,TRC,Brody Liddiard,Jon,Liddiard,1977-06-12,76.0,235.0,,00-0019194,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jgvh7tm6ausiutydrqpg",LID540972,,32004c49-4454-0972-6f85-03db49bd77b0,,,,,,,,,,23.0
2000,MIA,TE,TE,48,ACT,Brody Liddiard,Jon,Liddiard,1977-06-12,76.0,235.0,,00-0019194,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jgvh7tm6ausiutydrqpg",LID540972,,32004c49-4454-0972-6f85-03db49bd77b0,,,,,,,,,,23.0
2000,DET,OL,OT,70,ACT,Andy Vincent,Andy,Vincent,1978-06-11,76.0,306.0,,00-0019201,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/irc3gxadr9w59tuqdukn",VIN395227,,32005649-4e39-5227-bee0-eb8564962412,,,,,,,,,,22.0
2000,NYJ,DL,DE,73,ACT,Maurice Anderson,Maurice,Anderson,1975-01-19,75.0,280.0,,00-0019202,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oxs6g5ohcyowap9ykyfp",AND359579,,3200414e-4435-9579-7106-b4faea8b75d0,,,,,,,,,,25.0
2000,NE,OL,G,75,RES,Terrance Beadles,Terrance,Beadles,1976-04-27,75.0,300.0,,00-0019203,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/inytkj763om65jnk1bxa",BEA113820,,32004245-4111-3820-eee8-900a283439ce,,,,,,,,,,24.0
2000,NE,OL,G,61,CUT,Adam Davis,Adam,Davis,1977-01-11,76.0,300.0,,00-0019205,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zatdsetnv188rnp0kgea",DAV115035,,32004441-5611-5035-d0c9-aa3ae66b2e4a,,,,,,,,,,23.0
2000,NE,WR,WR,84,ACT,Shockmain Davis,Shockmain,Davis,1977-08-20,72.0,205.0,,00-0019206,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpio43ej0txwvofseh5t",DAV746879,,32004441-5674-6879-49f2-92969c5480c5,,,,,,,,,,23.0
2000,NE,TE,TE,46,RES,Chris Eitzmann,Chris,Eitzmann,1977-04-01,77.0,255.0,,00-0019207,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bupdy1nnraamnmvrptby",EIT800920,,32004549-5480-0920-1f0d-2c0c86648857,,,,,,,,,,23.0
2000,GB,TE,TE,87,TRC,Chris Eitzmann,Chris,Eitzmann,1977-04-01,77.0,255.0,,00-0019207,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bupdy1nnraamnmvrptby",EIT800920,,32004549-5480-0920-1f0d-2c0c86648857,,,,,,,,,,23.0
2000,NE,DL,DT,97,ACT,Reggie Grimes,Reginald,Grimes,1976-11-07,76.0,290.0,,00-0019209,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ft5ddrrtuqiky61mskcj",GRI727788,,32004752-4972-7788-8ca7-cba5106affbf,,,,,,,,,,23.0
2000,NE,LB,LB,66,ACT,Lonie Paxton,Leonidas,Paxton,1978-03-13,74.0,260.0,,00-0019213,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vpn920vrbjoudraagfoa",PAX622937,,32005041-5862-2937-d6db-240a9cd96dc2,,,,,,,,,,22.0
2000,NE,LB,LB,58,CUT,Ula Tuitele,Maugaula,Tuitele,1978-05-26,74.0,260.0,,00-0019217,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vgmhvkepnnkdbuwakfs3",TUI741134,,32005455-4974-1134-31e5-b4f56c13478d,,,,,,,,,,22.0
2000,DET,DB,CB,35,RES,Jimmy Wyrick,Jimmy,Wyrick,1976-12-31,69.0,179.0,,00-0019228,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xsjtv9wko052cu6qe6hp",WYR296636,,32005759-5229-6636-6da3-f25ab77eddbb,,,,,,,,,,23.0
2000,DET,WR,WR,17,ACT,Larry Foster,Larry,Foster,1976-11-07,70.0,196.0,,00-0019231,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gdobpov0wzbvs873rsow",FOS489447,,3200464f-5348-9447-7faa-23419a9860c1,,,,,,,,,,23.0
2000,SF,LB,LB,50,CUT,London Dunlap,London,Dunlap,1977-07-10,75.0,232.0,,00-0019237,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cd0j3d8vebeatdj3tksr",DUN491354,,32004455-4e49-1354-70e8-2b4d7b8d2181,,,,,,,,,,23.0
